timestamp,turbine_id,wind_speed,wind_direction,power_output,date,hour,hourly_mean_output,hourly_std_dev_output,hourly_anomaly
2022-03-02 19:00:00,11,10.1,354.0,4.2,2022-03-02,19,2.9645161290322584,0.9621324881382931,False
2022-03-02 20:00:00,11,14.5,169.0,1.9,2022-03-02,20,2.97741935483871,0.8647580306726866,False
2022-03-02 21:00:00,11,12.2,85.0,3.0,2022-03-02,21,2.838709677419355,0.8662861033764917,False
2022-03-02 22:00:00,11,9.9,41.0,2.8,2022-03-02,22,2.7838709677419353,0.9643985255738586,False
2022-03-02 23:00:00,11,9.7,350.0,2.8,2022-03-02,23,2.967741935483871,0.7721774825233698,False
2022-03-03 00:00:00,11,13.0,26.0,2.7,2022-03-03,0,2.870967741935484,0.8575910246681677,False
2022-03-03 01:00:00,11,14.9,253.0,4.5,2022-03-03,1,2.987096774193548,0.8523465396515162,False
2022-03-03 02:00:00,11,9.6,41.0,3.1,2022-03-03,2,2.9838709677419355,0.8050245438053627,False
2022-03-03 03:00:00,11,9.5,49.0,2.3,2022-03-03,3,2.8774193548387097,0.8409160391776558,False
2022-03-03 04:00:00,11,12.3,297.0,3.3,2022-03-03,4,3.196774193548387,0.9724484119882632,False
2022-03-03 05:00:00,11,13.9,186.0,2.2,2022-03-03,5,2.806451612903226,0.7827027890035774,False
2022-03-03 06:00:00,11,13.7,199.0,4.0,2022-03-03,6,3.109677419354839,0.8653919492382925,False
2022-03-03 07:00:00,11,12.1,133.0,2.5,2022-03-03,7,3.0677419354838706,0.9228170988064008,False
2022-03-03 08:00:00,11,12.3,347.0,1.6,2022-03-03,8,2.948387096774194,0.8342145877977821,False
2022-03-03 09:00:00,11,14.6,151.0,2.4,2022-03-03,9,2.948387096774194,0.7370531268693981,False
2022-03-03 10:00:00,11,13.3,356.0,4.2,2022-03-03,10,3.0677419354838706,0.9067844642009085,False
2022-03-03 11:00:00,11,13.3,194.0,3.4,2022-03-03,11,2.664516129032258,0.9148946704755232,False
2022-03-03 12:00:00,11,9.2,89.0,4.5,2022-03-03,12,3.02258064516129,0.8503762608082592,False
2022-03-03 13:00:00,11,11.8,127.0,3.4,2022-03-03,13,2.8096774193548386,0.90640492743206,False
2022-03-03 14:00:00,11,12.5,175.0,2.5,2022-03-03,14,2.9967741935483874,0.8121920425481247,False
2022-03-03 15:00:00,11,14.7,65.0,2.8,2022-03-03,15,2.935483870967742,0.7670499275782832,False
2022-03-03 16:00:00,11,11.3,322.0,4.1,2022-03-03,16,3.293548387096774,0.9612268146734733,False
2022-03-03 17:00:00,11,12.0,225.0,2.0,2022-03-03,17,3.0161290322580645,0.9007762482783201,False
2022-03-03 18:00:00,11,12.9,253.0,1.9,2022-03-03,18,2.883870967741936,0.9444916707568323,False
2022-03-03 19:00:00,11,10.3,349.0,3.0,2022-03-03,19,2.9645161290322584,0.9621324881382931,False
2022-03-03 20:00:00,11,9.2,208.0,2.8,2022-03-03,20,2.97741935483871,0.8647580306726866,False
2022-03-03 21:00:00,11,14.3,66.0,2.7,2022-03-03,21,2.838709677419355,0.8662861033764917,False
2022-03-03 22:00:00,11,13.9,64.0,4.1,2022-03-03,22,2.7838709677419353,0.9643985255738586,False
2022-03-03 23:00:00,11,13.3,181.0,3.3,2022-03-03,23,2.967741935483871,0.7721774825233698,False
2022-03-04 00:00:00,11,10.7,136.0,2.8,2022-03-04,0,2.870967741935484,0.8575910246681677,False
2022-03-04 01:00:00,11,12.6,243.0,2.7,2022-03-04,1,2.987096774193548,0.8523465396515162,False
2022-03-04 02:00:00,11,14.9,337.0,2.6,2022-03-04,2,2.9838709677419355,0.8050245438053627,False
2022-03-04 03:00:00,11,11.4,247.0,3.9,2022-03-04,3,2.8774193548387097,0.8409160391776558,False
2022-03-04 04:00:00,11,14.7,259.0,1.9,2022-03-04,4,3.196774193548387,0.9724484119882632,False
2022-03-04 05:00:00,11,10.5,196.0,3.9,2022-03-04,5,2.806451612903226,0.7827027890035774,False
2022-03-04 06:00:00,11,10.8,296.0,2.2,2022-03-04,6,3.109677419354839,0.8653919492382925,False
2022-03-04 07:00:00,11,9.7,354.0,1.5,2022-03-04,7,3.0677419354838706,0.9228170988064008,False
2022-03-04 08:00:00,11,11.6,202.0,4.0,2022-03-04,8,2.948387096774194,0.8342145877977821,False
2022-03-04 09:00:00,11,13.3,208.0,3.2,2022-03-04,9,2.948387096774194,0.7370531268693981,False
2022-03-04 10:00:00,11,12.1,247.0,4.1,2022-03-04,10,3.0677419354838706,0.9067844642009085,False
2022-03-04 11:00:00,11,12.9,71.0,2.0,2022-03-04,11,2.664516129032258,0.9148946704755232,False
2022-03-04 12:00:00,11,10.1,349.0,2.8,2022-03-04,12,3.02258064516129,0.8503762608082592,False
2022-03-04 13:00:00,11,9.1,8.0,4.3,2022-03-04,13,2.8096774193548386,0.90640492743206,False
2022-03-04 14:00:00,11,14.3,191.0,2.8,2022-03-04,14,2.9967741935483874,0.8121920425481247,False
2022-03-04 15:00:00,11,9.8,87.0,2.8,2022-03-04,15,2.935483870967742,0.7670499275782832,False
2022-03-04 16:00:00,11,14.4,319.0,3.7,2022-03-04,16,3.293548387096774,0.9612268146734733,False
2022-03-04 17:00:00,11,13.1,57.0,4.0,2022-03-04,17,3.0161290322580645,0.9007762482783201,False
2022-03-04 18:00:00,11,14.6,230.0,2.0,2022-03-04,18,2.883870967741936,0.9444916707568323,False
2022-03-04 19:00:00,11,11.8,102.0,1.6,2022-03-04,19,2.9645161290322584,0.9621324881382931,False
2022-03-04 20:00:00,11,12.6,300.0,3.5,2022-03-04,20,2.97741935483871,0.8647580306726866,False
2022-03-04 21:00:00,11,14.3,185.0,3.9,2022-03-04,21,2.838709677419355,0.8662861033764917,False
2022-03-04 22:00:00,11,14.3,346.0,3.9,2022-03-04,22,2.7838709677419353,0.9643985255738586,False
2022-03-04 23:00:00,11,10.7,162.0,2.7,2022-03-04,23,2.967741935483871,0.7721774825233698,False
2022-03-05 00:00:00,11,11.9,340.0,2.1,2022-03-05,0,2.870967741935484,0.8575910246681677,False
2022-03-05 01:00:00,11,12.1,220.0,3.0,2022-03-05,1,2.987096774193548,0.8523465396515162,False
2022-03-05 02:00:00,11,11.2,114.0,3.2,2022-03-05,2,2.9838709677419355,0.8050245438053627,False
2022-03-05 03:00:00,11,14.9,321.0,3.7,2022-03-05,3,2.8774193548387097,0.8409160391776558,False
2022-03-05 04:00:00,11,11.4,20.0,3.4,2022-03-05,4,3.196774193548387,0.9724484119882632,False
2022-03-05 05:00:00,11,9.6,26.0,2.4,2022-03-05,5,2.806451612903226,0.7827027890035774,False
2022-03-05 06:00:00,11,11.1,86.0,3.9,2022-03-05,6,3.109677419354839,0.8653919492382925,False
2022-03-05 07:00:00,11,12.8,181.0,2.5,2022-03-05,7,3.0677419354838706,0.9228170988064008,False
2022-03-05 08:00:00,11,14.9,76.0,2.9,2022-03-05,8,2.948387096774194,0.8342145877977821,False
2022-03-05 09:00:00,11,12.1,169.0,2.0,2022-03-05,9,2.948387096774194,0.7370531268693981,False
2022-03-05 10:00:00,11,13.2,32.0,2.3,2022-03-05,10,3.0677419354838706,0.9067844642009085,False
2022-03-05 11:00:00,11,13.7,9.0,4.0,2022-03-05,11,2.664516129032258,0.9148946704755232,False
2022-03-05 12:00:00,11,10.1,138.0,2.7,2022-03-05,12,3.02258064516129,0.8503762608082592,False
2022-03-05 13:00:00,11,9.8,90.0,2.5,2022-03-05,13,2.8096774193548386,0.90640492743206,False
2022-03-05 14:00:00,11,12.7,62.0,2.2,2022-03-05,14,2.9967741935483874,0.8121920425481247,False
2022-03-05 15:00:00,11,13.0,246.0,1.7,2022-03-05,15,2.935483870967742,0.7670499275782832,False
2022-03-05 16:00:00,11,9.2,292.0,1.7,2022-03-05,16,3.293548387096774,0.9612268146734733,False
2022-03-05 17:00:00,11,14.0,313.0,1.9,2022-03-05,17,3.0161290322580645,0.9007762482783201,False
2022-03-05 18:00:00,11,10.8,66.0,3.7,2022-03-05,18,2.883870967741936,0.9444916707568323,False
2022-03-05 19:00:00,11,12.4,80.0,3.6,2022-03-05,19,2.9645161290322584,0.9621324881382931,False
2022-03-05 20:00:00,11,10.7,155.0,4.4,2022-03-05,20,2.97741935483871,0.8647580306726866,False
2022-03-05 21:00:00,11,13.1,16.0,3.2,2022-03-05,21,2.838709677419355,0.8662861033764917,False
2022-03-05 22:00:00,11,14.4,306.0,2.4,2022-03-05,22,2.7838709677419353,0.9643985255738586,False
2022-03-05 23:00:00,11,12.0,108.0,2.7,2022-03-05,23,2.967741935483871,0.7721774825233698,False
2022-03-06 00:00:00,11,13.1,238.0,2.8,2022-03-06,0,2.870967741935484,0.8575910246681677,False
2022-03-06 01:00:00,11,10.3,218.0,2.3,2022-03-06,1,2.987096774193548,0.8523465396515162,False
2022-03-06 02:00:00,11,9.6,135.0,4.4,2022-03-06,2,2.9838709677419355,0.8050245438053627,False
2022-03-06 03:00:00,11,10.7,346.0,2.8,2022-03-06,3,2.8774193548387097,0.8409160391776558,False
2022-03-06 04:00:00,11,11.1,184.0,4.4,2022-03-06,4,3.196774193548387,0.9724484119882632,False
2022-03-06 05:00:00,11,9.6,108.0,2.5,2022-03-06,5,2.806451612903226,0.7827027890035774,False
2022-03-06 06:00:00,11,12.6,312.0,3.6,2022-03-06,6,3.109677419354839,0.8653919492382925,False
2022-03-06 07:00:00,11,12.0,120.0,3.3,2022-03-06,7,3.0677419354838706,0.9228170988064008,False
2022-03-06 08:00:00,11,9.5,222.0,3.4,2022-03-06,8,2.948387096774194,0.8342145877977821,False
2022-03-06 09:00:00,11,13.6,85.0,2.6,2022-03-06,9,2.948387096774194,0.7370531268693981,False
2022-03-06 10:00:00,11,12.8,351.0,2.8,2022-03-06,10,3.0677419354838706,0.9067844642009085,False
2022-03-06 11:00:00,11,10.0,221.0,2.9,2022-03-06,11,2.664516129032258,0.9148946704755232,False
2022-03-06 12:00:00,11,11.7,261.0,3.5,2022-03-06,12,3.02258064516129,0.8503762608082592,False
2022-03-06 13:00:00,11,10.8,191.0,1.7,2022-03-06,13,2.8096774193548386,0.90640492743206,False
2022-03-06 14:00:00,11,11.9,213.0,4.5,2022-03-06,14,2.9967741935483874,0.8121920425481247,False
2022-03-06 15:00:00,11,11.2,16.0,3.5,2022-03-06,15,2.935483870967742,0.7670499275782832,False
2022-03-06 16:00:00,11,10.1,26.0,3.8,2022-03-06,16,3.293548387096774,0.9612268146734733,False
2022-03-06 17:00:00,11,11.7,169.0,2.3,2022-03-06,17,3.0161290322580645,0.9007762482783201,False
2022-03-06 18:00:00,11,9.8,321.0,2.6,2022-03-06,18,2.883870967741936,0.9444916707568323,False
2022-03-06 19:00:00,11,11.4,182.0,1.5,2022-03-06,19,2.9645161290322584,0.9621324881382931,False
2022-03-06 20:00:00,11,9.2,258.0,1.6,2022-03-06,20,2.97741935483871,0.8647580306726866,False
2022-03-06 21:00:00,11,12.1,251.0,2.1,2022-03-06,21,2.838709677419355,0.8662861033764917,False
2022-03-06 22:00:00,11,12.1,115.0,1.7,2022-03-06,22,2.7838709677419353,0.9643985255738586,False
2022-03-06 23:00:00,11,12.4,121.0,3.9,2022-03-06,23,2.967741935483871,0.7721774825233698,False
2022-03-07 00:00:00,11,14.8,136.0,4.5,2022-03-07,0,2.870967741935484,0.8575910246681677,False
2022-03-07 01:00:00,11,12.9,59.0,1.7,2022-03-07,1,2.987096774193548,0.8523465396515162,False
2022-03-07 02:00:00,11,14.6,32.0,2.8,2022-03-07,2,2.9838709677419355,0.8050245438053627,False
2022-03-07 03:00:00,11,13.0,241.0,2.6,2022-03-07,3,2.8774193548387097,0.8409160391776558,False
2022-03-07 04:00:00,11,12.4,311.0,1.8,2022-03-07,4,3.196774193548387,0.9724484119882632,False
2022-03-07 05:00:00,11,9.9,251.0,4.5,2022-03-07,5,2.806451612903226,0.7827027890035774,True
2022-03-07 06:00:00,11,10.1,312.0,1.5,2022-03-07,6,3.109677419354839,0.8653919492382925,False
2022-03-07 07:00:00,11,12.3,11.0,3.4,2022-03-07,7,3.0677419354838706,0.9228170988064008,False
2022-03-07 08:00:00,11,13.3,33.0,2.8,2022-03-07,8,2.948387096774194,0.8342145877977821,False
2022-03-07 09:00:00,11,13.7,242.0,1.7,2022-03-07,9,2.948387096774194,0.7370531268693981,False
2022-03-07 10:00:00,11,11.4,177.0,2.6,2022-03-07,10,3.0677419354838706,0.9067844642009085,False
2022-03-07 11:00:00,11,13.7,147.0,4.1,2022-03-07,11,2.664516129032258,0.9148946704755232,False
2022-03-07 12:00:00,11,10.2,239.0,3.1,2022-03-07,12,3.02258064516129,0.8503762608082592,False
2022-03-07 13:00:00,11,10.4,100.0,2.2,2022-03-07,13,2.8096774193548386,0.90640492743206,False
2022-03-07 14:00:00,11,12.1,142.0,2.4,2022-03-07,14,2.9967741935483874,0.8121920425481247,False
2022-03-07 15:00:00,11,12.9,87.0,2.6,2022-03-07,15,2.935483870967742,0.7670499275782832,False
2022-03-07 16:00:00,11,9.8,277.0,4.3,2022-03-07,16,3.293548387096774,0.9612268146734733,False
2022-03-07 17:00:00,11,10.6,337.0,2.6,2022-03-07,17,3.0161290322580645,0.9007762482783201,False
2022-03-07 18:00:00,11,13.5,321.0,2.8,2022-03-07,18,2.883870967741936,0.9444916707568323,False
2022-03-07 19:00:00,11,12.3,354.0,4.4,2022-03-07,19,2.9645161290322584,0.9621324881382931,False
2022-03-07 20:00:00,11,13.1,279.0,3.5,2022-03-07,20,2.97741935483871,0.8647580306726866,False
2022-03-07 21:00:00,11,9.9,325.0,1.6,2022-03-07,21,2.838709677419355,0.8662861033764917,False
2022-03-07 22:00:00,11,9.1,271.0,1.8,2022-03-07,22,2.7838709677419353,0.9643985255738586,False
2022-03-07 23:00:00,11,9.1,191.0,2.0,2022-03-07,23,2.967741935483871,0.7721774825233698,False
2022-03-08 00:00:00,11,11.2,351.0,2.5,2022-03-08,0,2.870967741935484,0.8575910246681677,False
2022-03-08 01:00:00,11,11.2,57.0,3.5,2022-03-08,1,2.987096774193548,0.8523465396515162,False
2022-03-08 02:00:00,11,11.3,121.0,2.5,2022-03-08,2,2.9838709677419355,0.8050245438053627,False
2022-03-08 03:00:00,11,13.3,163.0,3.0,2022-03-08,3,2.8774193548387097,0.8409160391776558,False
2022-03-08 04:00:00,11,13.3,125.0,4.3,2022-03-08,4,3.196774193548387,0.9724484119882632,False
2022-03-08 05:00:00,11,10.4,238.0,1.8,2022-03-08,5,2.806451612903226,0.7827027890035774,False
2022-03-08 06:00:00,11,10.3,332.0,2.4,2022-03-08,6,3.109677419354839,0.8653919492382925,False
2022-03-08 07:00:00,11,14.1,130.0,2.2,2022-03-08,7,3.0677419354838706,0.9228170988064008,False
2022-03-08 08:00:00,11,10.4,101.0,2.8,2022-03-08,8,2.948387096774194,0.8342145877977821,False
2022-03-08 09:00:00,11,14.5,215.0,2.7,2022-03-08,9,2.948387096774194,0.7370531268693981,False
2022-03-08 10:00:00,11,12.2,123.0,1.9,2022-03-08,10,3.0677419354838706,0.9067844642009085,False
2022-03-08 11:00:00,11,13.6,261.0,1.9,2022-03-08,11,2.664516129032258,0.9148946704755232,False
2022-03-08 12:00:00,11,14.7,37.0,2.4,2022-03-08,12,3.02258064516129,0.8503762608082592,False
2022-03-08 13:00:00,11,14.1,313.0,2.3,2022-03-08,13,2.8096774193548386,0.90640492743206,False
2022-03-08 14:00:00,11,10.5,284.0,1.9,2022-03-08,14,2.9967741935483874,0.8121920425481247,False
2022-03-08 15:00:00,11,10.2,230.0,2.6,2022-03-08,15,2.935483870967742,0.7670499275782832,False
2022-03-08 16:00:00,11,10.9,242.0,1.8,2022-03-08,16,3.293548387096774,0.9612268146734733,False
2022-03-08 17:00:00,11,14.0,89.0,3.9,2022-03-08,17,3.0161290322580645,0.9007762482783201,False
2022-03-08 18:00:00,11,11.9,341.0,2.2,2022-03-08,18,2.883870967741936,0.9444916707568323,False
2022-03-08 19:00:00,11,14.9,5.0,3.5,2022-03-08,19,2.9645161290322584,0.9621324881382931,False
2022-03-08 20:00:00,11,11.8,67.0,1.7,2022-03-08,20,2.97741935483871,0.8647580306726866,False
2022-03-08 21:00:00,11,14.5,202.0,2.2,2022-03-08,21,2.838709677419355,0.8662861033764917,False
2022-03-08 22:00:00,11,14.2,126.0,1.7,2022-03-08,22,2.7838709677419353,0.9643985255738586,False
2022-03-08 23:00:00,11,12.7,146.0,4.2,2022-03-08,23,2.967741935483871,0.7721774825233698,False
2022-03-09 00:00:00,11,9.6,233.0,1.6,2022-03-09,0,2.870967741935484,0.8575910246681677,False
2022-03-09 01:00:00,11,10.6,283.0,1.6,2022-03-09,1,2.987096774193548,0.8523465396515162,False
2022-03-09 02:00:00,11,10.7,30.0,4.0,2022-03-09,2,2.9838709677419355,0.8050245438053627,False
2022-03-09 03:00:00,11,13.5,53.0,3.5,2022-03-09,3,2.8774193548387097,0.8409160391776558,False
2022-03-09 04:00:00,11,9.0,56.0,1.8,2022-03-09,4,3.196774193548387,0.9724484119882632,False
2022-03-09 05:00:00,11,13.3,178.0,2.8,2022-03-09,5,2.806451612903226,0.7827027890035774,False
2022-03-09 06:00:00,11,12.0,107.0,2.2,2022-03-09,6,3.109677419354839,0.8653919492382925,False
2022-03-09 07:00:00,11,13.2,114.0,3.9,2022-03-09,7,3.0677419354838706,0.9228170988064008,False
2022-03-09 08:00:00,11,13.4,124.0,2.2,2022-03-09,8,2.948387096774194,0.8342145877977821,False
2022-03-09 09:00:00,11,12.6,134.0,1.9,2022-03-09,9,2.948387096774194,0.7370531268693981,False
2022-03-09 10:00:00,11,13.0,30.0,1.7,2022-03-09,10,3.0677419354838706,0.9067844642009085,False
2022-03-09 11:00:00,11,9.3,332.0,2.0,2022-03-09,11,2.664516129032258,0.9148946704755232,False
2022-03-09 12:00:00,11,11.1,184.0,4.4,2022-03-09,12,3.02258064516129,0.8503762608082592,False
2022-03-09 13:00:00,11,12.4,4.0,2.5,2022-03-09,13,2.8096774193548386,0.90640492743206,False
2022-03-09 14:00:00,11,9.6,318.0,4.3,2022-03-09,14,2.9967741935483874,0.8121920425481247,False
2022-03-09 15:00:00,11,14.3,195.0,3.5,2022-03-09,15,2.935483870967742,0.7670499275782832,False
2022-03-09 16:00:00,11,13.1,113.0,2.5,2022-03-09,16,3.293548387096774,0.9612268146734733,False
2022-03-09 17:00:00,11,12.3,206.0,3.5,2022-03-09,17,3.0161290322580645,0.9007762482783201,False
2022-03-09 18:00:00,11,11.3,182.0,1.7,2022-03-09,18,2.883870967741936,0.9444916707568323,False
2022-03-09 19:00:00,11,10.1,34.0,4.4,2022-03-09,19,2.9645161290322584,0.9621324881382931,False
2022-03-09 20:00:00,11,12.1,354.0,2.2,2022-03-09,20,2.97741935483871,0.8647580306726866,False
2022-03-09 21:00:00,11,14.8,267.0,2.1,2022-03-09,21,2.838709677419355,0.8662861033764917,False
2022-03-09 22:00:00,11,9.7,86.0,2.7,2022-03-09,22,2.7838709677419353,0.9643985255738586,False
2022-03-09 23:00:00,11,12.1,232.0,1.9,2022-03-09,23,2.967741935483871,0.7721774825233698,False
2022-03-10 00:00:00,11,11.2,293.0,2.2,2022-03-10,0,2.870967741935484,0.8575910246681677,False
2022-03-10 01:00:00,11,13.6,11.0,2.0,2022-03-10,1,2.987096774193548,0.8523465396515162,False
2022-03-10 02:00:00,11,11.5,119.0,3.8,2022-03-10,2,2.9838709677419355,0.8050245438053627,False
2022-03-10 03:00:00,11,13.1,348.0,3.6,2022-03-10,3,2.8774193548387097,0.8409160391776558,False
2022-03-10 04:00:00,11,10.5,179.0,2.2,2022-03-10,4,3.196774193548387,0.9724484119882632,False
2022-03-10 05:00:00,11,9.5,216.0,3.2,2022-03-10,5,2.806451612903226,0.7827027890035774,False
2022-03-10 06:00:00,11,13.7,100.0,3.3,2022-03-10,6,3.109677419354839,0.8653919492382925,False
2022-03-10 07:00:00,11,11.8,77.0,1.6,2022-03-10,7,3.0677419354838706,0.9228170988064008,False
2022-03-10 08:00:00,11,10.6,22.0,2.8,2022-03-10,8,2.948387096774194,0.8342145877977821,False
2022-03-10 09:00:00,11,13.6,136.0,2.5,2022-03-10,9,2.948387096774194,0.7370531268693981,False
2022-03-10 10:00:00,11,13.9,146.0,3.7,2022-03-10,10,3.0677419354838706,0.9067844642009085,False
2022-03-10 11:00:00,11,10.8,48.0,2.1,2022-03-10,11,2.664516129032258,0.9148946704755232,False
2022-03-10 12:00:00,11,10.3,213.0,2.8,2022-03-10,12,3.02258064516129,0.8503762608082592,False
2022-03-10 13:00:00,11,10.1,324.0,2.5,2022-03-10,13,2.8096774193548386,0.90640492743206,False
2022-03-10 14:00:00,11,9.3,358.0,4.0,2022-03-10,14,2.9967741935483874,0.8121920425481247,False
2022-03-10 15:00:00,11,10.2,181.0,3.0,2022-03-10,15,2.935483870967742,0.7670499275782832,False
2022-03-10 16:00:00,11,11.0,244.0,3.2,2022-03-10,16,3.293548387096774,0.9612268146734733,False
2022-03-10 17:00:00,11,10.8,93.0,3.1,2022-03-10,17,3.0161290322580645,0.9007762482783201,False
2022-03-10 18:00:00,11,11.3,172.0,3.0,2022-03-10,18,2.883870967741936,0.9444916707568323,False
2022-03-10 19:00:00,11,10.5,132.0,2.6,2022-03-10,19,2.9645161290322584,0.9621324881382931,False
2022-03-10 20:00:00,11,12.0,253.0,4.1,2022-03-10,20,2.97741935483871,0.8647580306726866,False
2022-03-10 21:00:00,11,9.6,158.0,1.7,2022-03-10,21,2.838709677419355,0.8662861033764917,False
2022-03-10 22:00:00,11,13.3,239.0,2.5,2022-03-10,22,2.7838709677419353,0.9643985255738586,False
2022-03-10 23:00:00,11,10.8,107.0,1.9,2022-03-10,23,2.967741935483871,0.7721774825233698,False
2022-03-11 00:00:00,11,14.6,359.0,3.0,2022-03-11,0,2.870967741935484,0.8575910246681677,False
2022-03-11 01:00:00,11,11.3,116.0,3.5,2022-03-11,1,2.987096774193548,0.8523465396515162,False
2022-03-11 02:00:00,11,9.9,74.0,3.3,2022-03-11,2,2.9838709677419355,0.8050245438053627,False
2022-03-11 03:00:00,11,13.3,323.0,2.0,2022-03-11,3,2.8774193548387097,0.8409160391776558,False
2022-03-11 04:00:00,11,11.2,194.0,3.8,2022-03-11,4,3.196774193548387,0.9724484119882632,False
2022-03-11 05:00:00,11,13.2,128.0,1.6,2022-03-11,5,2.806451612903226,0.7827027890035774,False
2022-03-11 06:00:00,11,10.9,56.0,3.0,2022-03-11,6,3.109677419354839,0.8653919492382925,False
2022-03-11 07:00:00,11,11.9,27.0,3.1,2022-03-11,7,3.0677419354838706,0.9228170988064008,False
2022-03-11 08:00:00,11,13.7,163.0,4.1,2022-03-11,8,2.948387096774194,0.8342145877977821,False
2022-03-11 09:00:00,11,12.8,185.0,2.3,2022-03-11,9,2.948387096774194,0.7370531268693981,False
